Unnamed: 0,Date,code,Name,Close,Close_exchange,Close_oil,Close_gold,Close_copper,Close_nasdaq,Close_dow,Close_vix,Close_treasury,Close_gas
462,2021-01-07,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",23050,1086.449951,50.63000107,1906.900024,3.650000095,12616.75,30720.0,25.06999969,1.042000055,2.7290000915527344
468,2021-01-07,010620,"Hyundai Mipo Dockyard Co., Ltd.",53400,1086.449951,50.63000107,1906.900024,3.650000095,12616.75,30720.0,25.06999969,1.042000055,2.7290000915527344
475,2021-01-07,036460,Korea Gas Corporation,31900,1086.449951,50.63000107,1906.900024,3.650000095,12616.75,30720.0,25.06999969,1.042000055,2.7290000915527344
507,2021-01-07,005300,"Lotte Chilsung Beverage Co., Ltd.",108500,1086.449951,50.63000107,1906.900024,3.650000095,12616.75,30720.0,25.06999969,1.042000055,2.7290000915527344
521,2021-01-07,001230,Dongkuk Steel Mill Company Limited,9140,1086.449951,50.63000107,1906.900024,3.650000095,12616.75,30720.0,25.06999969,1.042000055,2.7290000915527344
529,2021-01-07,103140,Poongsan Corporation,30900,1086.449951,50.63000107,1906.900024,3.650000095,12616.75,30720.0,25.06999969,1.042000055,2.7290000915527344
594,2021-01-08,010950,S-Oil Corporation,75200,1086.949951,50.83000183,1912.300049,3.695499897,12928.0,30942.0,22.37000084,1.07099998,2.700000047683716
649,2021-01-08,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",23050,1086.949951,50.83000183,1912.300049,3.695499897,12928.0,30942.0,22.37000084,1.07099998,2.700000047683716
655,2021-01-08,010620,"Hyundai Mipo Dockyard Co., Ltd.",52800,1086.949951,50.83000183,1912.300049,3.695499897,12928.0,30942.0,22.37000084,1.07099998,2.700000047683716
662,2021-01-08,036460,Korea Gas Corporation,31900,1086.949951,50.83000183,1912.300049,3.695499897,12928.0,30942.0,22.37000084,1.07099998,2.700000047683716
694,2021-01-08,005300,"Lotte Chilsung Beverage Co., Ltd.",109000,1086.949951,50.83000183,1912.300049,3.695499897,12928.0,30942.0,22.37000084,1.07099998,2.700000047683716
708,2021-01-08,001230,Dongkuk Steel Mill Company Limited,9270,1086.949951,50.83000183,1912.300049,3.695499897,12928.0,30942.0,22.37000084,1.07099998,2.700000047683716
716,2021-01-08,103140,Poongsan Corporation,31250,1086.949951,50.83000183,1912.300049,3.695499897,12928.0,30942.0,22.37000084,1.07099998,2.700000047683716
781,2021-01-11,010950,S-Oil Corporation,73000,1093.069946,52.24000168,1834.099976,3.673500061,13097.25,30993.0,21.55999947,1.105000019,2.746999979019165
836,2021-01-11,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",22500,1093.069946,52.24000168,1834.099976,3.673500061,13097.25,30993.0,21.55999947,1.105000019,2.746999979019165
842,2021-01-11,010620,"Hyundai Mipo Dockyard Co., Ltd.",52000,1093.069946,52.24000168,1834.099976,3.673500061,13097.25,30993.0,21.55999947,1.105000019,2.746999979019165
849,2021-01-11,036460,Korea Gas Corporation,30950,1093.069946,52.24000168,1834.099976,3.673500061,13097.25,30993.0,21.55999947,1.105000019,2.746999979019165
881,2021-01-11,005300,"Lotte Chilsung Beverage Co., Ltd.",112500,1093.069946,52.24000168,1834.099976,3.673500061,13097.25,30993.0,21.55999947,1.105000019,2.746999979019165
895,2021-01-11,001230,Dongkuk Steel Mill Company Limited,8990,1093.069946,52.24000168,1834.099976,3.673500061,13097.25,30993.0,21.55999947,1.105000019,2.746999979019165
903,2021-01-11,103140,Poongsan Corporation,30200,1093.069946,52.24000168,1834.099976,3.673500061,13097.25,30993.0,21.55999947,1.105000019,2.746999979019165
968,2021-01-12,010950,S-Oil Corporation,75100,1092.819946,52.25,1849.599976,3.563999891,12897.0,30902.0,24.07999992,1.131999969,2.753000020980835
1023,2021-01-12,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",22350,1092.819946,52.25,1849.599976,3.563999891,12897.0,30902.0,24.07999992,1.131999969,2.753000020980835
1029,2021-01-12,010620,"Hyundai Mipo Dockyard Co., Ltd.",52000,1092.819946,52.25,1849.599976,3.563999891,12897.0,30902.0,24.07999992,1.131999969,2.753000020980835
1036,2021-01-12,036460,Korea Gas Corporation,32700,1092.819946,52.25,1849.599976,3.563999891,12897.0,30902.0,24.07999992,1.131999969,2.753000020980835
1068,2021-01-12,005300,"Lotte Chilsung Beverage Co., Ltd.",117500,1092.819946,52.25,1849.599976,3.563999891,12897.0,30902.0,24.07999992,1.131999969,2.753000020980835
1082,2021-01-12,001230,Dongkuk Steel Mill Company Limited,8930,1092.819946,52.25,1849.599976,3.563999891,12897.0,30902.0,24.07999992,1.131999969,2.753000020980835
1090,2021-01-12,103140,Poongsan Corporation,29750,1092.819946,52.25,1849.599976,3.563999891,12897.0,30902.0,24.07999992,1.131999969,2.753000020980835
1155,2021-01-13,010950,S-Oil Corporation,78300,1096.449951,53.20999908,1842.900024,3.605000019,12890.25,30974.0,23.32999992,1.138000011,2.726999998092652
1210,2021-01-13,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",22600,1096.449951,53.20999908,1842.900024,3.605000019,12890.25,30974.0,23.32999992,1.138000011,2.726999998092652
1216,2021-01-13,010620,"Hyundai Mipo Dockyard Co., Ltd.",51800,1096.449951,53.20999908,1842.900024,3.605000019,12890.25,30974.0,23.32999992,1.138000011,2.726999998092652
1223,2021-01-13,036460,Korea Gas Corporation,32550,1096.449951,53.20999908,1842.900024,3.605000019,12890.25,30974.0,23.32999992,1.138000011,2.726999998092652
1255,2021-01-13,005300,"Lotte Chilsung Beverage Co., Ltd.",121000,1096.449951,53.20999908,1842.900024,3.605000019,12890.25,30974.0,23.32999992,1.138000011,2.726999998092652
1269,2021-01-13,001230,Dongkuk Steel Mill Company Limited,9060,1096.449951,53.20999908,1842.900024,3.605000019,12890.25,30974.0,23.32999992,1.138000011,2.726999998092652
1277,2021-01-13,103140,Poongsan Corporation,30050,1096.449951,53.20999908,1842.900024,3.605000019,12890.25,30974.0,23.32999992,1.138000011,2.726999998092652
1342,2021-01-14,010950,S-Oil Corporation,77700,1093.540039,52.90999985,1853.599976,3.617000103,12972.25,30959.0,22.20999908,1.088000059,2.66599988937378
1397,2021-01-14,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",22450,1093.540039,52.90999985,1853.599976,3.617000103,12972.25,30959.0,22.20999908,1.088000059,2.66599988937378
1403,2021-01-14,010620,"Hyundai Mipo Dockyard Co., Ltd.",52200,1093.540039,52.90999985,1853.599976,3.617000103,12972.25,30959.0,22.20999908,1.088000059,2.66599988937378
1410,2021-01-14,036460,Korea Gas Corporation,34600,1093.540039,52.90999985,1853.599976,3.617000103,12972.25,30959.0,22.20999908,1.088000059,2.66599988937378
1442,2021-01-14,005300,"Lotte Chilsung Beverage Co., Ltd.",128000,1093.540039,52.90999985,1853.599976,3.617000103,12972.25,30959.0,22.20999908,1.088000059,2.66599988937378
1456,2021-01-14,001230,Dongkuk Steel Mill Company Limited,9130,1093.540039,52.90999985,1853.599976,3.617000103,12972.25,30959.0,22.20999908,1.088000059,2.66599988937378
1464,2021-01-14,103140,Poongsan Corporation,30200,1093.540039,52.90999985,1853.599976,3.617000103,12972.25,30959.0,22.20999908,1.088000059,2.66599988937378
1529,2021-01-15,010950,S-Oil Corporation,75300,1097.109985,53.56999969,1850.300049,3.667999983,12901.0,30909.0,23.25,1.128999949,2.736999988555908
1584,2021-01-15,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",22350,1097.109985,53.56999969,1850.300049,3.667999983,12901.0,30909.0,23.25,1.128999949,2.736999988555908
1590,2021-01-15,010620,"Hyundai Mipo Dockyard Co., Ltd.",50100,1097.109985,53.56999969,1850.300049,3.667999983,12901.0,30909.0,23.25,1.128999949,2.736999988555908
1597,2021-01-15,036460,Korea Gas Corporation,33800,1097.109985,53.56999969,1850.300049,3.667999983,12901.0,30909.0,23.25,1.128999949,2.736999988555908
1629,2021-01-15,005300,"Lotte Chilsung Beverage Co., Ltd.",123500,1097.109985,53.56999969,1850.300049,3.667999983,12901.0,30909.0,23.25,1.128999949,2.736999988555908
1643,2021-01-15,001230,Dongkuk Steel Mill Company Limited,8850,1097.109985,53.56999969,1850.300049,3.667999983,12901.0,30909.0,23.25,1.128999949,2.736999988555908
1651,2021-01-15,103140,Poongsan Corporation,29800,1097.109985,53.56999969,1850.300049,3.667999983,12901.0,30909.0,23.25,1.128999949,2.736999988555908
1716,2021-01-19,010950,S-Oil Corporation,73600,1094.900024,52.36000061,1829.300049,3.602999926,12802.25,30720.0,24.34000015,1.097000003,2.5460000038146973
1771,2021-01-19,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",21600,1094.900024,52.36000061,1829.300049,3.602999926,12802.25,30720.0,24.34000015,1.097000003,2.5460000038146973
1777,2021-01-19,010620,"Hyundai Mipo Dockyard Co., Ltd.",49100,1094.900024,52.36000061,1829.300049,3.602999926,12802.25,30720.0,24.34000015,1.097000003,2.5460000038146973
1784,2021-01-19,036460,Korea Gas Corporation,35000,1094.900024,52.36000061,1829.300049,3.602999926,12802.25,30720.0,24.34000015,1.097000003,2.5460000038146973
1816,2021-01-19,005300,"Lotte Chilsung Beverage Co., Ltd.",123500,1094.900024,52.36000061,1829.300049,3.602999926,12802.25,30720.0,24.34000015,1.097000003,2.5460000038146973
1830,2021-01-19,001230,Dongkuk Steel Mill Company Limited,8800,1094.900024,52.36000061,1829.300049,3.602999926,12802.25,30720.0,24.34000015,1.097000003,2.5460000038146973
1838,2021-01-19,103140,Poongsan Corporation,30350,1094.900024,52.36000061,1829.300049,3.602999926,12802.25,30720.0,24.34000015,1.097000003,2.5460000038146973
1903,2021-01-20,010950,S-Oil Corporation,72800,1103.099976,52.97999954,1839.5,3.635999918,12985.5,30828.0,23.23999977,1.092000008,2.5390000343322754
1958,2021-01-20,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",21200,1103.099976,52.97999954,1839.5,3.635999918,12985.5,30828.0,23.23999977,1.092000008,2.5390000343322754
1964,2021-01-20,010620,"Hyundai Mipo Dockyard Co., Ltd.",48400,1103.099976,52.97999954,1839.5,3.635999918,12985.5,30828.0,23.23999977,1.092000008,2.5390000343322754
1971,2021-01-20,036460,Korea Gas Corporation,34300,1103.099976,52.97999954,1839.5,3.635999918,12985.5,30828.0,23.23999977,1.092000008,2.5390000343322754
2003,2021-01-20,005300,"Lotte Chilsung Beverage Co., Ltd.",122000,1103.099976,52.97999954,1839.5,3.635999918,12985.5,30828.0,23.23999977,1.092000008,2.5390000343322754
2017,2021-01-20,001230,Dongkuk Steel Mill Company Limited,8690,1103.099976,52.97999954,1839.5,3.635999918,12985.5,30828.0,23.23999977,1.092000008,2.5390000343322754
2025,2021-01-20,103140,Poongsan Corporation,30250,1103.099976,52.97999954,1839.5,3.635999918,12985.5,30828.0,23.23999977,1.092000008,2.5390000343322754
2090,2021-01-21,010950,S-Oil Corporation,73900,1100.98999,53.24000168,1865.900024,3.647500038,13294.25,31096.0,21.57999992,1.090000033,2.490999937057495
2145,2021-01-21,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",21450,1100.98999,53.24000168,1865.900024,3.647500038,13294.25,31096.0,21.57999992,1.090000033,2.490999937057495
2151,2021-01-21,010620,"Hyundai Mipo Dockyard Co., Ltd.",48800,1100.98999,53.24000168,1865.900024,3.647500038,13294.25,31096.0,21.57999992,1.090000033,2.490999937057495
2158,2021-01-21,036460,Korea Gas Corporation,33700,1100.98999,53.24000168,1865.900024,3.647500038,13294.25,31096.0,21.57999992,1.090000033,2.490999937057495
2190,2021-01-21,005300,"Lotte Chilsung Beverage Co., Ltd.",125000,1100.98999,53.24000168,1865.900024,3.647500038,13294.25,31096.0,21.57999992,1.090000033,2.490999937057495
2204,2021-01-21,001230,Dongkuk Steel Mill Company Limited,8710,1100.98999,53.24000168,1865.900024,3.647500038,13294.25,31096.0,21.57999992,1.090000033,2.490999937057495
2212,2021-01-21,103140,Poongsan Corporation,30250,1100.98999,53.24000168,1865.900024,3.647500038,13294.25,31096.0,21.57999992,1.090000033,2.490999937057495
2277,2021-01-22,010950,S-Oil Corporation,73000,1096.25,53.13000107,1865.300049,3.655499935,13395.5,31082.0,21.31999969,1.108999968,2.446000099182129
2332,2021-01-22,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",20950,1096.25,53.13000107,1865.300049,3.655499935,13395.5,31082.0,21.31999969,1.108999968,2.446000099182129
2338,2021-01-22,010620,"Hyundai Mipo Dockyard Co., Ltd.",47900,1096.25,53.13000107,1865.300049,3.655499935,13395.5,31082.0,21.31999969,1.108999968,2.446000099182129
2345,2021-01-22,036460,Korea Gas Corporation,34100,1096.25,53.13000107,1865.300049,3.655499935,13395.5,31082.0,21.31999969,1.108999968,2.446000099182129
2377,2021-01-22,005300,"Lotte Chilsung Beverage Co., Ltd.",125000,1096.25,53.13000107,1865.300049,3.655499935,13395.5,31082.0,21.31999969,1.108999968,2.446000099182129
2391,2021-01-22,001230,Dongkuk Steel Mill Company Limited,8720,1096.25,53.13000107,1865.300049,3.655499935,13395.5,31082.0,21.31999969,1.108999968,2.446000099182129
2399,2021-01-22,103140,Poongsan Corporation,30000,1096.25,53.13000107,1865.300049,3.655499935,13395.5,31082.0,21.31999969,1.108999968,2.446000099182129
2464,2021-01-25,010950,S-Oil Corporation,72600,1099.900024,52.27000046,1855.699951,3.635499954,13361.5,30909.0,21.90999985,1.090999961,2.601999998092652
2519,2021-01-25,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",20650,1099.900024,52.27000046,1855.699951,3.635499954,13361.5,30909.0,21.90999985,1.090999961,2.601999998092652
2525,2021-01-25,010620,"Hyundai Mipo Dockyard Co., Ltd.",48400,1099.900024,52.27000046,1855.699951,3.635499954,13361.5,30909.0,21.90999985,1.090999961,2.601999998092652
2532,2021-01-25,036460,Korea Gas Corporation,34000,1099.900024,52.27000046,1855.699951,3.635499954,13361.5,30909.0,21.90999985,1.090999961,2.601999998092652
2564,2021-01-25,005300,"Lotte Chilsung Beverage Co., Ltd.",125000,1099.900024,52.27000046,1855.699951,3.635499954,13361.5,30909.0,21.90999985,1.090999961,2.601999998092652
2579,2021-01-25,001230,Dongkuk Steel Mill Company Limited,8930,1099.900024,52.27000046,1855.699951,3.635499954,13361.5,30909.0,21.90999985,1.090999961,2.601999998092652
2587,2021-01-25,103140,Poongsan Corporation,30800,1099.900024,52.27000046,1855.699951,3.635499954,13361.5,30909.0,21.90999985,1.090999961,2.601999998092652
2652,2021-01-26,010950,S-Oil Corporation,70700,1104.640015,52.77000046,1854.900024,3.640500069,13475.5,30868.0,23.19000053,1.039999962,2.6559998989105225
2707,2021-01-26,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",20800,1104.640015,52.77000046,1854.900024,3.640500069,13475.5,30868.0,23.19000053,1.039999962,2.6559998989105225
2713,2021-01-26,010620,"Hyundai Mipo Dockyard Co., Ltd.",47650,1104.640015,52.77000046,1854.900024,3.640500069,13475.5,30868.0,23.19000053,1.039999962,2.6559998989105225
2720,2021-01-26,036460,Korea Gas Corporation,34350,1104.640015,52.77000046,1854.900024,3.640500069,13475.5,30868.0,23.19000053,1.039999962,2.6559998989105225
2752,2021-01-26,005300,"Lotte Chilsung Beverage Co., Ltd.",124500,1104.640015,52.77000046,1854.900024,3.640500069,13475.5,30868.0,23.19000053,1.039999962,2.6559998989105225
2767,2021-01-26,001230,Dongkuk Steel Mill Company Limited,8630,1104.640015,52.77000046,1854.900024,3.640500069,13475.5,30868.0,23.19000053,1.039999962,2.6559998989105225
2775,2021-01-26,103140,Poongsan Corporation,31200,1104.640015,52.77000046,1854.900024,3.640500069,13475.5,30868.0,23.19000053,1.039999962,2.6559998989105225
2840,2021-01-27,010950,S-Oil Corporation,70800,1101.72998,52.61000061,1850.699951,3.628000021,13485.5,30842.0,23.02000046,1.039999962,2.759999990463257
2895,2021-01-27,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",20350,1101.72998,52.61000061,1850.699951,3.628000021,13485.5,30842.0,23.02000046,1.039999962,2.759999990463257
2901,2021-01-27,010620,"Hyundai Mipo Dockyard Co., Ltd.",46300,1101.72998,52.61000061,1850.699951,3.628000021,13485.5,30842.0,23.02000046,1.039999962,2.759999990463257
2908,2021-01-27,036460,Korea Gas Corporation,33800,1101.72998,52.61000061,1850.699951,3.628000021,13485.5,30842.0,23.02000046,1.039999962,2.759999990463257
2940,2021-01-27,005300,"Lotte Chilsung Beverage Co., Ltd.",125000,1101.72998,52.61000061,1850.699951,3.628000021,13485.5,30842.0,23.02000046,1.039999962,2.759999990463257
2955,2021-01-27,001230,Dongkuk Steel Mill Company Limited,8210,1101.72998,52.61000061,1850.699951,3.628000021,13485.5,30842.0,23.02000046,1.039999962,2.759999990463257
2963,2021-01-27,103140,Poongsan Corporation,31250,1101.72998,52.61000061,1850.699951,3.628000021,13485.5,30842.0,23.02000046,1.039999962,2.759999990463257
3028,2021-01-28,010950,S-Oil Corporation,70200,1101.0,52.84999847,1844.900024,3.571500063,13105.5,30189.0,37.20999908,1.014000058,2.6640000343322754
3083,2021-01-28,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",20150,1101.0,52.84999847,1844.900024,3.571500063,13105.5,30189.0,37.20999908,1.014000058,2.6640000343322754
3089,2021-01-28,010620,"Hyundai Mipo Dockyard Co., Ltd.",44350,1101.0,52.84999847,1844.900024,3.571500063,13105.5,30189.0,37.20999908,1.014000058,2.6640000343322754
3096,2021-01-28,036460,Korea Gas Corporation,32300,1101.0,52.84999847,1844.900024,3.571500063,13105.5,30189.0,37.20999908,1.014000058,2.6640000343322754
3128,2021-01-28,005300,"Lotte Chilsung Beverage Co., Ltd.",122500,1101.0,52.84999847,1844.900024,3.571500063,13105.5,30189.0,37.20999908,1.014000058,2.6640000343322754
3143,2021-01-28,001230,Dongkuk Steel Mill Company Limited,7850,1101.0,52.84999847,1844.900024,3.571500063,13105.5,30189.0,37.20999908,1.014000058,2.6640000343322754
3151,2021-01-28,103140,Poongsan Corporation,30100,1101.0,52.84999847,1844.900024,3.571500063,13105.5,30189.0,37.20999908,1.014000058,2.6640000343322754
3216,2021-01-29,010950,S-Oil Corporation,68200,1107.5,52.34000015,1837.900024,3.582999945,13186.0,30507.0,30.20999908,1.057000041,2.563999891281128
3271,2021-01-29,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",19900,1107.5,52.34000015,1837.900024,3.582999945,13186.0,30507.0,30.20999908,1.057000041,2.563999891281128
3277,2021-01-29,010620,"Hyundai Mipo Dockyard Co., Ltd.",43100,1107.5,52.34000015,1837.900024,3.582999945,13186.0,30507.0,30.20999908,1.057000041,2.563999891281128
3284,2021-01-29,036460,Korea Gas Corporation,31000,1107.5,52.34000015,1837.900024,3.582999945,13186.0,30507.0,30.20999908,1.057000041,2.563999891281128
3316,2021-01-29,005300,"Lotte Chilsung Beverage Co., Ltd.",116000,1107.5,52.34000015,1837.900024,3.582999945,13186.0,30507.0,30.20999908,1.057000041,2.563999891281128
3331,2021-01-29,001230,Dongkuk Steel Mill Company Limited,7750,1107.5,52.34000015,1837.900024,3.582999945,13186.0,30507.0,30.20999908,1.057000041,2.563999891281128
3339,2021-01-29,103140,Poongsan Corporation,28500,1107.5,52.34000015,1837.900024,3.582999945,13186.0,30507.0,30.20999908,1.057000041,2.563999891281128
3404,2021-02-01,010950,S-Oil Corporation,69200,1112.290039,52.20000076,1847.300049,3.573499918,12911.25,29879.0,33.09000015,1.093000054,2.8499999046325684
3459,2021-02-01,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",20200,1112.290039,52.20000076,1847.300049,3.573499918,12911.25,29879.0,33.09000015,1.093000054,2.8499999046325684
3465,2021-02-01,010620,"Hyundai Mipo Dockyard Co., Ltd.",46350,1112.290039,52.20000076,1847.300049,3.573499918,12911.25,29879.0,33.09000015,1.093000054,2.8499999046325684
3472,2021-02-01,036460,Korea Gas Corporation,31550,1112.290039,52.20000076,1847.300049,3.573499918,12911.25,29879.0,33.09000015,1.093000054,2.8499999046325684
3504,2021-02-01,005300,"Lotte Chilsung Beverage Co., Ltd.",118500,1112.290039,52.20000076,1847.300049,3.573499918,12911.25,29879.0,33.09000015,1.093000054,2.8499999046325684
3519,2021-02-01,001230,Dongkuk Steel Mill Company Limited,7800,1112.290039,52.20000076,1847.300049,3.573499918,12911.25,29879.0,33.09000015,1.093000054,2.8499999046325684
3527,2021-02-01,103140,Poongsan Corporation,28800,1112.290039,52.20000076,1847.300049,3.573499918,12911.25,29879.0,33.09000015,1.093000054,2.8499999046325684
3592,2021-02-02,010950,S-Oil Corporation,71900,1117.430054,53.54999924,1860.800049,3.562000036,13236.5,30110.0,30.23999977,1.077000022,2.845000028610229
3647,2021-02-02,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",20500,1117.430054,53.54999924,1860.800049,3.562000036,13236.5,30110.0,30.23999977,1.077000022,2.845000028610229
3653,2021-02-02,010620,"Hyundai Mipo Dockyard Co., Ltd.",46350,1117.430054,53.54999924,1860.800049,3.562000036,13236.5,30110.0,30.23999977,1.077000022,2.845000028610229
3660,2021-02-02,036460,Korea Gas Corporation,31900,1117.430054,53.54999924,1860.800049,3.562000036,13236.5,30110.0,30.23999977,1.077000022,2.845000028610229
3692,2021-02-02,005300,"Lotte Chilsung Beverage Co., Ltd.",126000,1117.430054,53.54999924,1860.800049,3.562000036,13236.5,30110.0,30.23999977,1.077000022,2.845000028610229
3707,2021-02-02,001230,Dongkuk Steel Mill Company Limited,8130,1117.430054,53.54999924,1860.800049,3.562000036,13236.5,30110.0,30.23999977,1.077000022,2.845000028610229
3715,2021-02-02,103140,Poongsan Corporation,29500,1117.430054,53.54999924,1860.800049,3.562000036,13236.5,30110.0,30.23999977,1.077000022,2.845000028610229
3780,2021-02-03,010950,S-Oil Corporation,71700,1116.880005,54.75999832,1830.5,3.539000034,13449.0,30586.0,25.55999947,1.105000019,2.7890000343322754
3835,2021-02-03,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",20350,1116.880005,54.75999832,1830.5,3.539000034,13449.0,30586.0,25.55999947,1.105000019,2.7890000343322754
3841,2021-02-03,010620,"Hyundai Mipo Dockyard Co., Ltd.",46950,1116.880005,54.75999832,1830.5,3.539000034,13449.0,30586.0,25.55999947,1.105000019,2.7890000343322754
3848,2021-02-03,036460,Korea Gas Corporation,31500,1116.880005,54.75999832,1830.5,3.539000034,13449.0,30586.0,25.55999947,1.105000019,2.7890000343322754
3880,2021-02-03,005300,"Lotte Chilsung Beverage Co., Ltd.",128500,1116.880005,54.75999832,1830.5,3.539000034,13449.0,30586.0,25.55999947,1.105000019,2.7890000343322754
3895,2021-02-03,001230,Dongkuk Steel Mill Company Limited,8070,1116.880005,54.75999832,1830.5,3.539000034,13449.0,30586.0,25.55999947,1.105000019,2.7890000343322754
3903,2021-02-03,103140,Poongsan Corporation,29200,1116.880005,54.75999832,1830.5,3.539000034,13449.0,30586.0,25.55999947,1.105000019,2.7890000343322754
3968,2021-02-04,010950,S-Oil Corporation,73600,1113.609985,55.68999863,1832.199951,3.578500032,13394.25,30627.0,22.90999985,1.131000042,2.934999942779541
4023,2021-02-04,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",20100,1113.609985,55.68999863,1832.199951,3.578500032,13394.25,30627.0,22.90999985,1.131000042,2.934999942779541
4029,2021-02-04,010620,"Hyundai Mipo Dockyard Co., Ltd.",46200,1113.609985,55.68999863,1832.199951,3.578500032,13394.25,30627.0,22.90999985,1.131000042,2.934999942779541
4036,2021-02-04,036460,Korea Gas Corporation,31750,1113.609985,55.68999863,1832.199951,3.578500032,13394.25,30627.0,22.90999985,1.131000042,2.934999942779541
4068,2021-02-04,005300,"Lotte Chilsung Beverage Co., Ltd.",127500,1113.609985,55.68999863,1832.199951,3.578500032,13394.25,30627.0,22.90999985,1.131000042,2.934999942779541
4083,2021-02-04,001230,Dongkuk Steel Mill Company Limited,8050,1113.609985,55.68999863,1832.199951,3.578500032,13394.25,30627.0,22.90999985,1.131000042,2.934999942779541
4091,2021-02-04,103140,Poongsan Corporation,28900,1113.609985,55.68999863,1832.199951,3.578500032,13394.25,30627.0,22.90999985,1.131000042,2.934999942779541
4156,2021-02-05,010950,S-Oil Corporation,74600,1113.150024,56.22999954,1788.900024,3.565999985,13547.5,30950.0,21.77000046,1.139000058,2.86299991607666
4211,2021-02-05,001450,"Hyundai Marine & Fire Insurance Co., Ltd.",20100,1113.150024,56.22999954,1788.900024,3.565999985,13547.5,30950.0,21.77000046,1.139000058,2.86299991607666
4217,2021-02-05,010620,"Hyundai Mipo Dockyard Co., Ltd.",47050,1113.150024,56.22999954,1788.900024,3.565999985,13547.5,30950.0,21.77000046,1.139000058,2.86299991607666
4224,2021-02-05,036460,Korea Gas Corporation,32000,1113.150024,56.22999954,1788.900024,3.565999985,13547.5,30950.0,21.77000046,1.139000058,2.86299991607666
